orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1008864.0,F,182460.87,Clerk#000000850,92626.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,1993-06-20,1993-06-20,nan,nan,nan,nan
1014279.0,F,144789.53,Clerk#000000181,58948.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,1994-09-08,1994-10-30,nan,nan,nan,nan
1015236.0,F,98134.87,Clerk#000000052,146959.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,1994-08-27,1994-08-05,nan,nan,nan,nan
1107841.0,O,222721.29,Clerk#000000733,49859.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,1996-07-08,1996-05-17,nan,nan,nan,nan
1129540.0,O,168379.74,Clerk#000000499,110392.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,1997-12-15,1998-02-17,nan,nan,nan,nan
1081477.0,F,173574.24,Clerk#000000243,138514.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,1993-05-18,1993-04-15,nan,nan,nan,nan
1080227.0,psfdpnyopm,114843.82,itkrxzhmfc,366995.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,1995-07-30,1995-05-16,nan,nan,nan,nan
1107841.0,qmrbcazccm,222721.29,rjgtbwdvel,217880.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,1996-07-08,1996-05-17,nan,nan,nan,nan
1046757.0,F,304114.87,Clerk#000000552,52693.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,1994-06-08,1994-08-25,nan,nan,nan,nan
1015236.0,F,98134.87,zbolminkfu,146959.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,1994-08-27,1994-08-05,nan,nan,nan,nan
1080227.0,P,114843.82,Clerk#000000651,10921.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,1995-07-30,1995-05-16,nan,nan,nan,nan
1003264.0,F,273846.15,Clerk#000000512,78100.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1994-10-19,nan,COLLECT COD,nan,nan,nan
104198.0,O,296416.84,Clerk#000000917,60313.0,nan,nan,nan,nan,nan,6.0,nan,nan,nan,nan,nan,1996-03-26,nan,COLLECT COD,nan,nan,nan
1027781.0,F,168782.06,Clerk#000000353,104525.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1993-04-27,nan,TAKE BACK RETURN,nan,nan,nan
1003264.0,dkgbsywkpj,273846.15,Clerk#000000512,339247.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1994-10-19,nan,COLLECT COD,nan,nan,nan
1001987.0,F,172648.36,Clerk#000000871,6281.0,nan,nan,nan,nan,nan,nan,nan,nan,0.1,nan,F,1992-09-26,nan,nan,nan,nan,nan
1170370.0,F,97105.85,dxgfegpqpk,76761.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,F,1993-11-18,nan,nan,nan,nan,nan
1093031.0,F,305874.46,Clerk#000000815,105790.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,F,1993-07-24,nan,nan,nan,nan,nan
1170370.0,F,97105.85,Clerk#000000699,17083.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,F,1993-11-18,nan,nan,nan,nan,nan
1019394.0,O,255582.54,Clerk#000000660,132853.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,O,1997-09-15,nan,nan,nan,nan,nan
1153540.0,O,383570.33,Clerk#000000753,102718.0,nan,nan,nan,nan,nan,nan,nan,nan,0.1,nan,O,1996-06-28,nan,nan,nan,nan,nan
1038084.0,O,161299.4,Clerk#000000513,108208.0,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1008546.0,O,163852.83,Clerk#000000832,366866.0,nan,nan,nan,nan,nan,3.0,34.0,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1074055.0,O,177896.06,Clerk#000000155,93898.0,nan,nan,nan,nan,nan,1.0,40.0,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1008546.0,O,163852.83,Clerk#000000832,108850.0,nan,nan,nan,nan,nan,3.0,34.0,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1019297.0,O,173375.3,Clerk#000000090,31352.0,nan,nan,nan,nan,nan,1.0,30.0,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
115523.0,F,367352.75,Clerk#000000262,12172.0,nan,nan,nan,nan,nan,4.0,47.0,nan,nan,A,nan,nan,nan,nan,nan,nan,nan
1038084.0,O,161299.4,Clerk#000000513,271150.0,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1141920.0,O,244327.19,Clerk#000000920,15169.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.08,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1144804.0,F,90505.92,vfpcogdpno,821042.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.09,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1007139.0,O,358407.99,Clerk#000000158,76876.0,nan,nan,nan,nan,nan,7.0,nan,nan,0.02,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1057313.0,O,191951.98,Clerk#000000153,31114.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.01,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1031297.0,O,209052.86,zcnoozfaiy,98407.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.01,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1144804.0,F,90505.92,Clerk#000000262,78049.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.09,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1007139.0,vqushmdtks,358407.99,bwxqjxebbj,763381.0,nan,nan,nan,nan,nan,7.0,nan,nan,0.02,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1057313.0,O,191951.98,ecacuvyjjx,228260.0,nan,nan,nan,nan,nan,2.0,nan,nan,0.01,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1031297.0,O,209052.86,Clerk#000000594,98407.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.01,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1009765.0,O,203200.67,Clerk#000000044,40933.0,nan,nan,nan,nan,nan,nan,nan,nan,0.09,nan,nan,1997-08-22,1997-09-25,nan,nan,nan,nan
1057313.0,O,191951.98,Clerk#000000153,31114.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,nan,nan,1996-02-05,1996-03-29,nan,nan,nan,nan
1168326.0,F,214401.83,Clerk#000000301,88816.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,1993-08-10,1993-07-31,nan,nan,nan,nan
1149829.0,O,285644.17,Clerk#000000582,27118.0,nan,nan,nan,nan,nan,nan,nan,nan,0.09,nan,nan,1996-01-14,1996-01-14,nan,nan,nan,nan
1057313.0,O,191951.98,ecacuvyjjx,228260.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,nan,nan,1996-02-05,1996-03-29,nan,nan,nan,nan
1159876.0,F,76167.75,Clerk#000000362,113059.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.04,nan,F,nan,nan,nan,nan,nan,nan
1157637.0,O,186577.19,Clerk#000000650,123085.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.06,nan,O,nan,nan,nan,nan,nan,nan
1055815.0,O,358976.05,Clerk#000000852,36445.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.08,nan,O,nan,nan,nan,nan,nan,nan
1120197.0,oshifnlcbh,170962.3,nfmtpzdovx,133238.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,nan,1993-08-01,TAKE BACK RETURN,nan,nan,nan
1120197.0,F,170962.3,Clerk#000000057,133238.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,nan,1993-08-01,TAKE BACK RETURN,nan,nan,nan
1139623.0,O,137820.9,Clerk#000000740,101941.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-04-09,TAKE BACK RETURN,nan,nan,nan
1049606.0,mwdbyjcmfq,16223.87,unpgfkiiip,111850.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-09-09,NONE,nan,nan,nan
1049606.0,O,16223.87,Clerk#000000173,111850.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-09-09,NONE,nan,nan,nan
1179719.0,O,231025.38,Clerk#000000507,136702.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1995-12-29,TAKE BACK RETURN,nan,nan,nan
1145318.0,hblrblamtm,193212.55,tuocedcehv,66077.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-07-11,NONE,nan,nan,nan
1046727.0,O,275960.66,Clerk#000000639,17416.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-09-12,COLLECT COD,nan,nan,nan
1145318.0,O,193212.55,Clerk#000000186,66077.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-07-11,NONE,nan,nan,nan
1179719.0,lyxjcarmnp,231025.38,eozwrcpxir,136702.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1995-12-29,TAKE BACK RETURN,nan,nan,nan
1083490.0,F,243246.32,Clerk#000000845,133270.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,A,nan,nan,1994-11-24,NONE,nan,nan,nan
1020998.0,F,245617.01,Clerk#000000919,661.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,1993-11-21,nan,COLLECT COD,nan,nan,nan
112487.0,O,147323.0,Clerk#000000709,67946.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,1998-02-07,nan,DELIVER IN PERSON,nan,nan,nan
1017091.0,F,384787.66,Clerk#000000240,87932.0,nan,nan,nan,nan,nan,nan,nan,nan,0.02,nan,nan,1995-04-05,nan,TAKE BACK RETURN,nan,nan,nan
1098304.0,F,67767.12,Clerk#000000212,140485.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,1994-09-12,nan,COLLECT COD,nan,nan,nan
114276.0,F,184620.12,Clerk#000000992,61600.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,1994-06-14,nan,COLLECT COD,nan,nan,nan
114276.0,F,184620.12,cyikuxwggg,952645.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,1994-06-14,nan,COLLECT COD,nan,nan,nan
1020998.0,blgdveegkz,245617.01,Clerk#000000919,763502.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,1993-11-21,nan,COLLECT COD,nan,nan,nan
1017091.0,pqyzudnrzo,384787.66,Clerk#000000240,544823.0,nan,nan,nan,nan,nan,nan,nan,nan,0.02,nan,nan,1995-04-05,nan,TAKE BACK RETURN,nan,nan,nan
1123939.0,graywqucsa,59844.95,Clerk#000000653,783487.0,nan,nan,nan,nan,nan,nan,27.0,nan,nan,nan,nan,1992-03-14,nan,COLLECT COD,nan,nan,nan
1025281.0,O,333633.87,Clerk#000000163,45959.0,nan,nan,nan,nan,nan,nan,46.0,nan,nan,nan,nan,1997-03-08,nan,DELIVER IN PERSON,nan,nan,nan
1048516.0,F,295459.76,Clerk#000000913,130324.0,nan,nan,nan,nan,nan,nan,46.0,nan,nan,nan,nan,1994-10-05,nan,COLLECT COD,nan,nan,nan
116581.0,O,94080.29,Clerk#000000592,121177.0,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,nan,1997-04-08,nan,NONE,nan,nan,nan
116581.0,aynnhuzvzr,94080.29,kuddkeziml,670264.0,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,nan,1997-04-08,nan,NONE,nan,nan,nan
112960.0,O,287364.14,Clerk#000000177,116090.0,nan,nan,nan,nan,nan,nan,37.0,nan,nan,nan,nan,1997-08-10,nan,NONE,nan,nan,nan
1123939.0,F,59844.95,Clerk#000000653,88324.0,nan,nan,nan,nan,nan,nan,27.0,nan,nan,nan,nan,1992-03-14,nan,COLLECT COD,nan,nan,nan
1009765.0,O,203200.67,Clerk#000000044,40933.0,nan,nan,nan,nan,nan,nan,22.0,nan,nan,nan,O,nan,1997-10-08,nan,nan,nan,nan
1020998.0,F,245617.01,Clerk#000000919,661.0,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,F,nan,1993-10-01,nan,nan,nan,nan
1020998.0,blgdveegkz,245617.01,Clerk#000000919,763502.0,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,F,nan,1993-10-01,nan,nan,nan,nan
1011778.0,F,286468.77,Clerk#000000144,432410.0,nan,nan,nan,nan,nan,nan,37.0,nan,nan,nan,F,nan,1992-09-12,nan,nan,nan,nan
1095298.0,O,42860.75,Clerk#000000428,108239.0,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,O,nan,1996-04-28,nan,nan,nan,nan
1001987.0,F,172648.36,Clerk#000000871,6281.0,nan,nan,nan,nan,nan,nan,32.0,nan,nan,nan,F,nan,1992-09-19,nan,nan,nan,nan
1011778.0,F,286468.77,Clerk#000000144,27568.0,nan,nan,nan,nan,nan,nan,37.0,nan,nan,nan,F,nan,1992-09-12,nan,nan,nan,nan
1095298.0,pguulixbmn,42860.75,cemfzobhra,108239.0,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,O,nan,1996-04-28,nan,nan,nan,nan
1013632.0,O,115298.74,Clerk#000000049,108904.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,nan,1996-01-17,COLLECT COD,nan,nan,nan
1086272.0,F,182944.94,Clerk#000000143,91471.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,nan,1993-07-18,COLLECT COD,nan,nan,nan
1174433.0,F,204387.32,Clerk#000000310,12217.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,nan,1994-01-02,TAKE BACK RETURN,nan,nan,nan
1112834.0,jpctksvdmz,150816.97,eqzlkkstcp,304650.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,nan,1993-11-16,TAKE BACK RETURN,nan,nan,nan
1112834.0,F,150816.97,Clerk#000000264,93518.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,nan,1993-11-16,TAKE BACK RETURN,nan,nan,nan
1086272.0,F,182944.94,oaqhprwqbw,637895.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,nan,1993-07-18,COLLECT COD,nan,nan,nan
1053190.0,O,143533.75,Clerk#000000535,111277.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,O,nan,1996-10-07,NONE,nan,nan,nan
111269.0,F,22569.24,Clerk#000000667,141721.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,F,1994-08-31,nan,nan,nan,nan,nan
107814.0,O,212248.5,tczwdymedn,11903.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,O,1995-11-30,nan,nan,nan,nan,nan
1120132.0,O,14170.58,kfqmvtatmw,122957.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,O,1996-09-18,nan,nan,nan,nan,nan
1120132.0,O,14170.58,Clerk#000000749,122957.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,O,1996-09-18,nan,nan,nan,nan,nan
1165861.0,O,292340.86,Clerk#000000158,368375.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,O,1996-09-29,nan,nan,nan,nan,nan
103941.0,F,53922.32,Clerk#000000457,25744.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,F,1994-06-22,nan,nan,nan,nan,nan
1165861.0,O,292340.86,Clerk#000000158,142771.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,O,1996-09-29,nan,nan,nan,nan,nan
1065538.0,F,126658.71,Clerk#000000723,119086.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,F,1994-04-15,nan,nan,nan,nan,nan
107814.0,O,212248.5,Clerk#000000331,11903.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,O,1995-11-30,nan,nan,nan,nan,nan
104834.0,pxwcnpgkvg,213637.38,Clerk#000000751,110020.0,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan,nan,nan,1994-09-05,nan,nan,nan,nan
104834.0,F,213637.38,Clerk#000000751,110020.0,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan,nan,nan,1994-09-05,nan,nan,nan,nan
1113061.0,F,132850.2,Clerk#000000270,100996.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1993-01-04,nan,nan,nan,nan
1128576.0,oixoyfrtuy,287354.0,Clerk#000000358,72340.0,nan,nan,nan,nan,nan,nan,46.0,nan,nan,nan,nan,nan,1998-09-15,nan,nan,nan,nan
1111362.0,F,161885.34,Clerk#000000242,73685.0,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,1992-08-17,nan,nan,nan,nan
1128576.0,O,287354.0,Clerk#000000358,72340.0,nan,nan,nan,nan,nan,nan,46.0,nan,nan,nan,nan,nan,1998-09-15,nan,nan,nan,nan
1111362.0,F,161885.34,Clerk#000000242,112829.0,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,1992-08-17,nan,nan,nan,nan
1163106.0,O,154708.99,Clerk#000000486,81811.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1003264.0,dkgbsywkpj,273846.15,Clerk#000000512,339247.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,A,nan,nan,nan,nan,nan,nan,nan
1034627.0,F,216288.52,Clerk#000000007,29947.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,R,nan,nan,nan,nan,nan,nan,nan
1003264.0,F,273846.15,Clerk#000000512,78100.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,A,nan,nan,nan,nan,nan,nan,nan
1163106.0,O,154708.99,Clerk#000000486,81811.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,N,nan,nan,nan,nan,nan,nan,nan
1149541.0,O,147754.68,Clerk#000000427,42424.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,nan,COLLECT COD,nan,nan,nan
1128384.0,bpbdqvgruu,213016.58,Clerk#000000572,72806.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,F,nan,nan,nan,nan,nan,nan
1080451.0,scieswimbz,14288.93,rheybpfgay,27736.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,F,nan,nan,nan,nan,nan,nan
1080451.0,F,14288.93,Clerk#000000931,27736.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,F,nan,nan,nan,nan,nan,nan
1128384.0,F,213016.58,Clerk#000000572,72806.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,F,nan,nan,nan,nan,nan,nan
1156996.0,O,169579.56,Clerk#000000217,135766.0,nan,nan,nan,nan,nan,nan,nan,nan,0.02,nan,nan,nan,nan,COLLECT COD,nan,nan,nan
112004.0,intokowohp,43559.1,Clerk#000000319,6061.0,nan,nan,nan,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,COLLECT COD,nan,nan,nan
112004.0,O,43559.1,Clerk#000000319,6061.0,nan,nan,nan,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,COLLECT COD,nan,nan,nan
104834.0,F,213637.38,Clerk#000000751,110020.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,nan,1994-09-14,nan,nan,nan,nan
104834.0,pxwcnpgkvg,213637.38,Clerk#000000751,110020.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,R,nan,nan,1994-09-14,nan,nan,nan,nan
1054947.0,O,106095.63,Clerk#000000551,60523.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-07-21,nan,nan,nan,nan
1054947.0,qmbrlqlbei,106095.63,hhvlunvjqa,812317.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,N,nan,nan,1996-07-21,nan,nan,nan,nan
1152224.0,O,329552.55,Clerk#000000100,6530.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
116581.0,O,94080.29,Clerk#000000592,121177.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1087843.0,pbdnphrdsq,143515.65,Clerk#000000806,76205.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
1087843.0,F,143515.65,Clerk#000000806,76205.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,TAKE BACK RETURN,nan,nan,nan
116581.0,aynnhuzvzr,94080.29,kuddkeziml,670264.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,DELIVER IN PERSON,nan,nan,nan
1133030.0,O,327006.74,nnbocntxyh,167159.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1997-03-06,nan,TAKE BACK RETURN,nan,nan,nan
1034405.0,O,405596.16,Clerk#000000131,19271.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1995-11-24,nan,COLLECT COD,nan,nan,nan
1051808.0,ymdhtnrxsg,153319.06,Clerk#000000234,34192.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-06-14,nan,TAKE BACK RETURN,nan,nan,nan
1133030.0,O,327006.74,Clerk#000000064,20158.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1997-03-06,nan,TAKE BACK RETURN,nan,nan,nan
1034405.0,bfmtbzsgjr,405596.16,Clerk#000000131,19271.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1995-11-24,nan,COLLECT COD,nan,nan,nan
1051808.0,O,153319.06,Clerk#000000234,34192.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-06-14,nan,TAKE BACK RETURN,nan,nan,nan
1169123.0,O,255680.12,Clerk#000000241,114427.0,nan,nan,nan,nan,nan,nan,nan,nan,0.09,nan,nan,1997-01-26,nan,nan,nan,nan,nan
1091363.0,F,215431.25,Clerk#000000413,93415.0,nan,nan,nan,nan,nan,nan,nan,nan,0.1,nan,nan,1995-01-09,nan,nan,nan,nan,nan
1034627.0,F,216288.52,Clerk#000000007,29947.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1993-11-20,nan,nan,nan,nan,nan
1062532.0,F,331376.68,Clerk#000000540,138215.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1992-03-09,nan,nan,nan,nan,nan
1062532.0,F,331376.68,grikyjpiyb,718877.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1992-03-09,nan,nan,nan,nan,nan
1107841.0,O,222721.29,Clerk#000000733,49859.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-06-11,1996-05-26,nan,nan,nan,nan
1117344.0,O,131448.91,Clerk#000000724,79142.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-04-07,1996-05-14,nan,nan,nan,nan
1087046.0,O,226448.4,Clerk#000000969,51902.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-05-25,1996-05-19,nan,nan,nan,nan
1107841.0,qmrbcazccm,222721.29,rjgtbwdvel,217880.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-06-11,1996-05-26,nan,nan,nan,nan
1153540.0,O,383570.33,Clerk#000000753,102718.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1996-05-20,1996-06-26,nan,nan,nan,nan
1135431.0,tgjkdvtbxt,231769.93,Clerk#000000929,22723.0,nan,nan,nan,nan,nan,nan,13.0,nan,0.04,nan,nan,nan,nan,nan,nan,nan,nan
1135431.0,O,231769.93,Clerk#000000929,22723.0,nan,nan,nan,nan,nan,nan,13.0,nan,0.04,nan,nan,nan,nan,nan,nan,nan,nan
1017216.0,F,122931.47,Clerk#000000531,113197.0,nan,nan,nan,nan,nan,nan,30.0,nan,0.08,nan,nan,nan,nan,nan,nan,nan,nan
,,,,122395.0,Customer#000122395,"MgoPHd9ofKziodKA,G",28-726-392-1608,880423.1443514244,rhlwojiasw,,,,,,,,,,18.0,,
,,,,122395.0,Customer#000122395,"MgoPHd9ofKziodKA,G",28-726-392-1608,7449.06,FURNITURE,,,,,,,,,,18.0,,
,,,,122395.0,Customer#000122395,"MgoPHd9ofKziodKA,G",28-726-392-1608,7449.06,FURNITURE,,,,,,,,,,18.0,,
,,,,91615.0,Customer#000091615,7tPBqg95p8GmZlNUmMEDyvKwM0X0,19-129-708-6289,4460.75,MACHINERY,,,,,,,,,,9.0,,
,,,,91615.0,Customer#000091615,7tPBqg95p8GmZlNUmMEDyvKwM0X0,19-129-708-6289,4460.75,MACHINERY,,,,,,,,,,9.0,,
,,,,71476.0,Customer#000071476,gQSnT7I075tg4aP5kV,mduhyzqoxv,4518.68,wblprlwebe,,,,,,,,,,15.0,,
,,,,71476.0,Customer#000071476,gQSnT7I075tg4aP5kV,25-108-810-6089,4518.68,BUILDING,,,,,,,,,,15.0,,
,,,,71476.0,Customer#000071476,gQSnT7I075tg4aP5kV,25-108-810-6089,4518.68,BUILDING,,,,,,,,,,15.0,,
,,,,20072.0,Customer#000020072,rJgwmlvd8N3 rea,31-944-768-4169,3942.69,BUILDING,,,,,,,,,,21.0,,
,,,,20072.0,Customer#000020072,rJgwmlvd8N3 rea,31-944-768-4169,3942.69,BUILDING,,,,,,,,,,21.0,,
,,,,141361.0,Customer#000141361,bKvoDg1sRT62c,12-163-164-5746,-671.77,FURNITURE,,,,,,,,,,2.0,,
,,,,141361.0,Customer#000141361,bKvoDg1sRT62c,12-163-164-5746,-671.77,FURNITURE,,,,,,,,,,2.0,,
,,,,141361.0,Customer#000141361,bKvoDg1sRT62c,12-163-164-5746,-671.77,FURNITURE,,,,,,,,,,2.0,,
1119845.0,F,357893.0,Clerk#000000302,75655.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,nan,nan,1993-05-15,nan,nan,nan,nan
1082272.0,O,196910.51,Clerk#000000679,5296.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,nan,nan,1995-10-01,nan,nan,nan,nan
1082272.0,O,196910.51,Clerk#000000679,678313.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,nan,nan,1995-10-01,nan,nan,nan,nan
1119845.0,F,357893.0,Clerk#000000302,169710.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,nan,nan,1993-05-15,nan,nan,nan,nan
1057858.0,F,133839.65,Clerk#000000387,76049.0,nan,nan,nan,nan,nan,nan,nan,nan,0.03,nan,nan,nan,1992-03-29,nan,nan,nan,nan
1147236.0,skfsrpccrg,83544.86,eqcjnetcqv,558882.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,O,nan,nan,nan,nan,nan,nan
1168326.0,F,214401.83,Clerk#000000301,88816.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,F,nan,nan,nan,nan,nan,nan
1147236.0,O,83544.86,Clerk#000000470,61628.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,O,nan,nan,nan,nan,nan,nan
