orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1081185.0,F,157393.18,Clerk#000000657,20482.0,,,,,,,,,,,,,,,,,
1099425.0,O,111304.23,Clerk#000000507,,,,,,,,,,,N,O,1997-01-29,1997-02-17,DELIVER IN PERSON,,,
1019394.0,O,255582.54,Clerk#000000660,132853.0,,,,,,,,,0.05,,O,1997-09-15,,,,,
1004743.0,F,192513.73,Clerk#000000729,47002.0,,,,,,,49.0,,,R,,1994-10-14,1994-10-09,,,,
1153540.0,O,383570.33,Clerk#000000753,102718.0,,,,,,,,,,,,1996-05-20,1996-06-26,,,,
1168326.0,F,214401.83,Clerk#000000301,,,,,,,,45.0,,,R,F,1993-08-15,1993-08-16,,,,
1095298.0,O,42860.75,Clerk#000000428,,,,,,,,13.0,,,,O,,1996-04-28,,,,
1089632.0,F,135149.27,Clerk#000000382,,,,,,,,23.0,,,,F,1993-01-04,1992-12-29,DELIVER IN PERSON,,,
1103171.0,O,227523.93,Clerk#000000914,,,,,,,,,,,,,,,,,,
1048676.0,O,104169.87,Clerk#000000999,,,,,,,,,,,,,,,,,,
1049606.0,O,16223.87,Clerk#000000173,,,,,,,,,,,N,,,1996-09-09,NONE,,,
1025474.0,F,162793.07,Clerk#000000991,,,,,,,,23.0,,,A,F,,1995-03-12,,,,
1051492.0,F,141755.87,Clerk#000000714,,,,,,,3.0,42.0,,,A,,,1993-11-01,COLLECT COD,,,
1169986.0,O,50059.23,Clerk#000000157,107011.0,,,,,,2.0,20.0,,,,,,,,,,
1114690.0,O,143891.35,Clerk#000000433,,,,,,,,24.0,,0.07,,,1998-04-19,,COLLECT COD,,,
1102946.0,F,248551.7,Clerk#000000426,,,,,,,1.0,26.0,,,A,,1992-09-25,1992-08-01,,,,
1100451.0,F,334168.43,Clerk#000000518,,,,,,,3.0,18.0,,0.0,,,,1992-10-14,,,,
1005892.0,O,209965.17,Clerk#000000566,,,,,,,,,,,,,,,,,,
111269.0,F,22569.24,Clerk#000000667,141721.0,,,,,,1.0,,,,,F,1994-08-31,,,,,
1029795.0,O,201838.78,Clerk#000000511,40099.0,,,,,,1.0,14.0,,,N,O,1998-08-14,,,,,
1030561.0,F,142489.23,Clerk#000000780,2191.0,,,,,,,,,,,,,,,,,
114276.0,F,184620.12,Clerk#000000992,,,,,,,3.0,,,0.07,,F,,1994-06-28,,,,
1060325.0,O,186648.7,Clerk#000000761,,,,,,,,,,,,,,,,,,
1144101.0,F,176026.13,Clerk#000000994,,,,,,,2.0,11.0,,,A,F,,1994-08-27,DELIVER IN PERSON,,,
1169924.0,F,229205.28,Clerk#000000848,11359.0,,,,,,3.0,30.0,,,,F,1993-01-31,,,,,
1143332.0,O,138235.07,Clerk#000000683,76426.0,,,,,,4.0,19.0,,,,,,,TAKE BACK RETURN,,,
1149541.0,O,147754.68,Clerk#000000427,42424.0,,,,,,,,,,N,,,,COLLECT COD,,,
1156996.0,O,169579.56,Clerk#000000217,135766.0,,,,,,,45.0,,,,O,,,,,,
1160768.0,O,294951.98,Clerk#000000594,,,,,,,2.0,25.0,,,N,O,,1997-04-22,,,,
1126176.0,F,247171.47,Clerk#000000501,,,,,,,,,,,,,,,,,,
1113061.0,F,132850.2,Clerk#000000270,100996.0,,,,,,,,,,,,,,,,,
1152807.0,O,167341.23,Clerk#000000269,,,,,,,2.0,15.0,,0.08,,O,,1997-12-26,NONE,,,
1130055.0,O,145880.22,Clerk#000000304,28609.0,,,,,,3.0,,,,N,,,1997-09-09,DELIVER IN PERSON,,,
108870.0,F,176155.5,Clerk#000000342,113774.0,,,,,,,,,,,,,,,,,
111269.0,F,22569.24,Clerk#000000667,,,,,,,1.0,,,,,F,1994-08-31,,,,,
1139557.0,O,191067.31,Clerk#000000645,,,,,,,,,,,N,O,,,DELIVER IN PERSON,,,
103329.0,O,223619.85,Clerk#000000214,,,,,,,4.0,,,,,,,1997-04-24,,,,
1115008.0,F,302775.04,Clerk#000000345,14818.0,,,,,,1.0,50.0,,0.09,,F,,1993-05-27,DELIVER IN PERSON,,,
114465.0,O,90435.34,Clerk#000000051,,,,,,,,,,,,,,,,,,
1160677.0,F,291786.81,Clerk#000000792,,,,,,,,14.0,,,,F,1994-07-27,1994-07-22,,,,
1156391.0,O,37046.32,Clerk#000000619,,,,,,,1.0,,,,N,,1996-05-15,,TAKE BACK RETURN,,,
111814.0,F,29608.72,Clerk#000000288,,,,,,,,,,,,,,,,,,
1028192.0,O,18885.45,Clerk#000000928,53888.0,,,,,,,,,,,,,,,,,
1032069.0,P,250696.63,Clerk#000000442,12662.0,,,,,,,,,,,,,,,,,
1009826.0,F,4877.92,Clerk#000000400,,,,,,,1.0,,,0.07,A,F,1995-06-04,1995-03-25,COLLECT COD,,,
1095298.0,O,42860.75,Clerk#000000428,108239.0,,,,,,,,,,,,,,,,,
1021605.0,F,133771.84,Clerk#000000589,,,,,,,,,,,,,,,,,,
1105798.0,F,226278.3,Clerk#000000651,106528.0,,,,,,,,,0.03,,F,1993-08-26,1993-10-26,DELIVER IN PERSON,,,
10981.0,F,266554.94,Clerk#000000341,91798.0,,,,,,,,,,,,,,,,,
1166052.0,F,104740.15,Clerk#000000934,,,,,,,3.0,2.0,,,,,,1993-01-09,TAKE BACK RETURN,,,
116581.0,O,94080.29,Clerk#000000592,121177.0,,,,,,,8.0,,,,,1997-04-08,,NONE,,,
112004.0,O,43559.1,Clerk#000000319,6061.0,,,,,,,,,,,,,,,,,
1051492.0,F,141755.87,Clerk#000000714,6265.0,,,,,,,29.0,,0.02,,,,,DELIVER IN PERSON,,,
107142.0,O,144601.16,Clerk#000000853,,,,,,,,,,,,,,,,,,
1102119.0,O,182606.15,Clerk#000000413,3178.0,,,,,,,,,0.1,,O,,,DELIVER IN PERSON,,,
1160580.0,F,136127.5,Clerk#000000202,58826.0,,,,,,,,,,,,,,,,,
1158307.0,O,105227.54,Clerk#000000760,,,,,,,,1.0,,,,,,,COLLECT COD,,,
1081477.0,F,173574.24,Clerk#000000243,,,,,,,,,,,,,,,,,,
103011.0,F,133406.97,Clerk#000000361,34585.0,,,,,,,,,,,,,,,,,
1005925.0,O,234809.67,Clerk#000000025,,,,,,,,,,,,,,,,,,
112487.0,O,147323.0,Clerk#000000709,,,,,,,,50.0,,0.1,,,1998-04-02,,NONE,,,
1112834.0,F,150816.97,Clerk#000000264,,,,,,,,,,,,,,,,,,
1147236.0,O,83544.86,Clerk#000000470,61628.0,,,,,,,,,,,,,,,,,
110279.0,O,219164.3,Clerk#000000686,,,,,,,5.0,,,,,O,,,,,,
1113793.0,O,142239.62,Clerk#000000532,143771.0,,,,,,,10.0,,,,O,1996-11-08,,TAKE BACK RETURN,,,
1082567.0,O,73689.09,Clerk#000000593,,,,,,,1.0,,,,N,,,1996-05-12,,,,
1122949.0,F,205980.37,Clerk#000000150,,,,,,,3.0,,,0.08,R,F,,,,,,
1052258.0,F,280206.83,Clerk#000000008,128221.0,,,,,,,,,,A,F,,1992-04-13,TAKE BACK RETURN,,,
1016225.0,F,7587.43,Clerk#000000886,,,,,,,,2.0,,0.05,A,F,1992-10-22,,,,,
1155682.0,F,130816.15,Clerk#000000996,84355.0,,,,,,,,,,,,,,,,,
1087046.0,O,226448.4,Clerk#000000969,51902.0,,,,,,,,,,,,1996-05-25,1996-05-19,,,,
1103171.0,O,227523.93,Clerk#000000914,,,,,,,,,,0.06,N,,1998-05-22,,TAKE BACK RETURN,,,
1055107.0,F,192607.57,Clerk#000000412,127589.0,,,,,,,,,0.08,R,,1992-08-21,,,,,
1113793.0,O,142239.62,Clerk#000000532,143771.0,,,,,,,,,,,,,,,,,
1163106.0,O,154708.99,Clerk#000000486,,,,,,,2.0,,,,N,,,,,,,
1117344.0,O,131448.91,Clerk#000000724,,,,,,,4.0,,,,N,O,1996-04-13,1996-05-18,DELIVER IN PERSON,,,
1121730.0,O,76187.68,Clerk#000000116,97613.0,,,,,,,,,0.07,N,,,,,,,
1038017.0,O,173802.95,Clerk#000000039,114541.0,,,,,,6.0,,,,N,O,1997-02-16,,COLLECT COD,,,
1050528.0,F,209819.1,Clerk#000000614,68773.0,,,,,,4.0,22.0,,0.09,,F,1992-09-13,1992-09-28,TAKE BACK RETURN,,,
113795.0,O,162096.79,Clerk#000000332,21958.0,,,,,,,46.0,,,N,O,1998-02-20,,NONE,,,
1030694.0,P,78869.24,Clerk#000000866,96140.0,,,,,,3.0,4.0,,0.06,N,O,,,,,,
1034405.0,O,405596.16,Clerk#000000131,19271.0,,,,,,,,,,,,1995-11-24,,COLLECT COD,,,
106147.0,O,186792.69,Clerk#000000834,118451.0,,,,,,,34.0,,,N,,1997-01-02,,DELIVER IN PERSON,,,
1093923.0,O,156334.2,Clerk#000000921,4892.0,,,,,,,30.0,,,,,,1996-01-04,NONE,,,
1036769.0,P,94727.1,Clerk#000000897,8299.0,,,,,,,,,,,,,,,,,
1086818.0,F,39996.69,Clerk#000000529,,,,,,,,,,,,,,,,,,
108870.0,F,176155.5,Clerk#000000342,113774.0,,,,,,,11.0,,,,,,1994-01-20,DELIVER IN PERSON,,,
108645.0,O,85358.53,Clerk#000000703,,,,,,,,17.0,,,N,O,1998-06-13,,DELIVER IN PERSON,,,
1047424.0,O,157530.16,Clerk#000000638,70351.0,,,,,,,43.0,,0.08,,,,,DELIVER IN PERSON,,,
1075171.0,O,174625.88,Clerk#000000751,,,,,,,,,,,,,,,,,,
1027876.0,F,144061.35,Clerk#000000684,63889.0,,,,,,3.0,39.0,,0.06,,,,1993-12-12,,,,
1117344.0,O,131448.91,Clerk#000000724,,,,,,,,5.0,,0.05,,,1996-07-04,,,,,
1154053.0,O,175152.37,Clerk#000000272,,,,,,,3.0,4.0,,,N,,1998-05-06,,TAKE BACK RETURN,,,
1086272.0,F,182944.94,Clerk#000000143,91471.0,,,,,,1.0,5.0,,0.06,R,F,,1993-06-16,TAKE BACK RETURN,,,
1129891.0,F,161213.16,Clerk#000000788,,,,,,,,29.0,,,,F,1992-09-30,,,,,
1118339.0,F,196779.96,Clerk#000000833,,,,,,,,,,,,,,,,,,
1055587.0,F,93106.62,Clerk#000000631,,,,,,,,,,,,,,,,,,
1110944.0,O,241542.33,Clerk#000000818,23221.0,,,,,,,,,,N,,,,,,,
1053190.0,O,143533.75,Clerk#000000535,111277.0,,,,,,,,,,,O,,1996-10-07,NONE,,,
1168132.0,F,205808.39,Clerk#000000199,30925.0,,,,,,,,,,,,,,,,,
1066435.0,O,135259.01,Clerk#000000227,39283.0,,,,,,,,,,,,,,,,,
1120867.0,F,122956.84,Clerk#000000651,,,,,,,,40.0,,0.0,,F,,1994-09-08,DELIVER IN PERSON,,,
1144101.0,F,176026.13,Clerk#000000994,,,,,,,,,,,,,,,,,,
1017216.0,F,122931.47,Clerk#000000531,113197.0,,,,,,,,,,,,,,,,,
1117697.0,F,304065.98,Clerk#000000298,149290.0,,,,,,1.0,,,,,F,,,,,,
1166502.0,F,126932.21,Clerk#000000837,1285.0,,,,,,,,,,,,,,TAKE BACK RETURN,,,
1043619.0,F,23157.01,Clerk#000000278,86605.0,,,,,,,,,,,F,1994-04-27,1994-04-01,TAKE BACK RETURN,,,
1077924.0,F,184831.19,Clerk#000000477,,,,,,,3.0,50.0,57207.5,0.04,R,F,1992-07-20,1992-08-22,TAKE BACK RETURN,,,
1057186.0,F,107662.39,Clerk#000000897,106778.0,,,,,,,39.0,,0.06,,F,,,,,,
1114690.0,O,143891.35,Clerk#000000433,72667.0,,,,,,,24.0,,0.07,,,1998-04-19,,COLLECT COD,,,
1149541.0,O,147754.68,Clerk#000000427,42424.0,,,,,,6.0,,,,N,,,1998-05-17,,,,
1157316.0,O,219759.11,Clerk#000000095,35650.0,,,,,,5.0,,,,N,O,,,NONE,,,
1157316.0,O,219759.11,Clerk#000000095,35650.0,,,,,,3.0,11.0,,,N,O,1997-09-25,1997-11-01,COLLECT COD,,,
1113793.0,O,142239.62,Clerk#000000532,143771.0,,,,,,4.0,45.0,,,,O,1996-12-26,1997-01-24,COLLECT COD,,,
1101573.0,F,108787.79,Clerk#000000793,55618.0,,,,,,,25.0,,,A,F,1992-11-12,,COLLECT COD,,,
1030112.0,F,190776.05,Clerk#000000357,,,,,,,6.0,41.0,,0.03,,,,,COLLECT COD,,,
115075.0,F,186857.27,Clerk#000000895,78938.0,,,,,,1.0,31.0,,,,,1992-09-14,1992-10-22,DELIVER IN PERSON,,,
1027105.0,P,162954.37,Clerk#000000796,43543.0,,,,,,3.0,,,,N,,1995-06-13,,TAKE BACK RETURN,,,
1177889.0,O,351223.91,Clerk#000000515,63350.0,,,,,,,,,,,,,,,,,
116581.0,O,94080.29,Clerk#000000592,121177.0,,,,,,,,,,,,,,,,,
1030849.0,O,258328.02,Clerk#000000808,97111.0,,,,,,,42.0,,,,,,1997-12-10,NONE,,,
1093031.0,F,305874.46,Clerk#000000815,105790.0,,,,,,,,,,,,,,,,,
1176228.0,O,78350.17,Clerk#000000806,30599.0,,,,,,,,,,,,,,,,,
1041088.0,F,145125.3,Clerk#000000993,,,,,,,,13.0,,0.05,R,,,,,,,
1051492.0,F,141755.87,Clerk#000000714,6265.0,,,,,,,,,,,,,,,,,
1032194.0,F,225771.04,Clerk#000000834,118840.0,,,,,,5.0,,,,R,,1992-07-09,,,,,
1102119.0,O,182606.15,Clerk#000000413,3178.0,,,,,,,,,,,,,,,,,
102880.0,O,131192.54,Clerk#000000433,,,,,,,1.0,,,,,O,,,,,,
1005794.0,F,43608.15,Clerk#000000715,,,,,,,,,,,,,,,,,,
10981.0,F,266554.94,Clerk#000000341,,,,,,,,,,,,,,,,,,
1108420.0,F,121139.03,Clerk#000000329,,,,,,,2.0,49.0,72734.62,0.01,R,F,1992-09-03,1992-07-11,COLLECT COD,,,
1083301.0,F,305796.27,Clerk#000000229,96835.0,,,,,,,,,,,,,,,,,
1120197.0,F,170962.3,Clerk#000000057,,,,,,,2.0,,,,A,F,,,,,,
1031297.0,O,209052.86,Clerk#000000594,,,,,,,1.0,,,0.01,,,,,TAKE BACK RETURN,,,
10981.0,F,266554.94,Clerk#000000341,91798.0,,,,,,,,,,A,F,,1993-08-12,,,,
1047424.0,O,157530.16,Clerk#000000638,70351.0,,,,,,,19.0,,,N,O,,,,,,
1115682.0,O,178179.94,Clerk#000000734,33391.0,,,,,,,,,,,,,,,,,
1152583.0,O,78573.09,Clerk#000000217,,,,,,,,,,,,,,,,,,
1047424.0,O,157530.16,Clerk#000000638,,,,,,,,19.0,,,N,O,,,,,,
1046727.0,O,275960.66,Clerk#000000639,17416.0,,,,,,5.0,,,0.05,N,,,1996-08-20,,,,
1051970.0,F,224032.45,Clerk#000000306,,,,,,,5.0,45.0,,,,,1992-12-28,1992-12-13,TAKE BACK RETURN,,,
1121123.0,O,203618.69,Clerk#000000857,,,,,,,,46.0,,,,O,1996-05-17,,,,,
1105798.0,F,226278.3,Clerk#000000651,106528.0,,,,,,,,,,,,,,,,,
1057186.0,F,107662.39,Clerk#000000897,,,,,,,,,,,,,,,,,,
1040678.0,F,116341.44,Clerk#000000381,,,,,,,,,,,,,,,,,,
1152807.0,O,167341.23,Clerk#000000269,41329.0,,,,,,,,,0.02,N,O,,1998-01-09,NONE,,,
1040865.0,F,329923.05,Clerk#000000476,142003.0,,,,,,,,,,,,,,,,,
1037376.0,O,99953.8,Clerk#000000374,,,,,,,,14.0,,,N,O,1998-10-18,,,,,
1041088.0,F,145125.3,Clerk#000000993,51724.0,,,,,,,13.0,,0.05,R,,,,,,,
1049221.0,O,7149.32,Clerk#000000578,,,,,,,,,,,,,,,,,,
1139557.0,O,191067.31,Clerk#000000645,7087.0,,,,,,,,,,,,,,,,,
107814.0,O,212248.5,Clerk#000000331,11903.0,,,,,,7.0,31.0,,0.06,N,,1995-11-30,1995-11-22,,,,
1121282.0,F,115138.25,Clerk#000000399,119528.0,,,,,,,24.0,,0.09,R,,1995-05-13,1995-05-09,,,,
1103974.0,F,218662.14,Clerk#000000644,,,,,,,,,,,,,,,,,,
1107972.0,O,250193.58,Clerk#000000408,15925.0,,,,,,,,,,,,,,,,,
1126211.0,F,280143.54,Clerk#000000943,,,,,,,,,,,,,,,,,,
1050821.0,F,135345.39,Clerk#000000391,30220.0,,,,,,,4.0,,0.1,R,,1993-09-01,1993-09-05,NONE,,,
109956.0,O,256960.0,Clerk#000000352,,,,,,,,,,,,,,,,,,
1155872.0,O,119325.28,Clerk#000000523,142628.0,,,,,,,19.0,,,N,,,1997-09-10,,,,
1039365.0,F,174446.73,Clerk#000000239,11020.0,,,,,,,3.0,,0.08,,F,,1993-07-30,COLLECT COD,,,
1068736.0,O,117493.62,Clerk#000000904,142540.0,,,,,,,11.0,,,,O,,1997-07-08,NONE,,,
1060576.0,F,100802.51,Clerk#000000619,96089.0,,,,,,,,,,,,,,,,,
1147490.0,O,49990.69,Clerk#000000840,134870.0,,,,,,,32.0,,,N,O,,1995-10-05,DELIVER IN PERSON,,,
1099488.0,F,329603.22,Clerk#000000025,,,,,,,,,,,,,,,,,,
1157316.0,O,219759.11,Clerk#000000095,,,,,,,,46.0,,,,O,,,,,,
1173732.0,O,139699.92,Clerk#000000937,,,,,,,,,,,,,,,,,,
1107841.0,O,222721.29,Clerk#000000733,49859.0,,,,,,4.0,20.0,,0.09,,,,1996-05-19,NONE,,,
1052258.0,F,280206.83,Clerk#000000008,,,,,,,,,,,,,,,,,,
1020646.0,F,86926.73,Clerk#000000668,,,,,,,1.0,48.0,,,,F,1995-02-10,,TAKE BACK RETURN,,,
1163013.0,O,193210.2,Clerk#000000369,,,,,,,,,,0.03,N,,,,,,,
1067877.0,O,250316.38,Clerk#000000818,40700.0,,,,,,1.0,,,0.02,,,1996-06-28,,TAKE BACK RETURN,,,
1119845.0,F,357893.0,Clerk#000000302,,,,,,,,,,,,,,,,,,
1040865.0,F,329923.05,Clerk#000000476,142003.0,,,,,,3.0,,,0.09,,,,1994-12-12,NONE,,,
1112420.0,F,88984.67,Clerk#000000717,,,,,,,,43.0,,0.09,A,,1993-12-12,,DELIVER IN PERSON,,,
1121730.0,O,76187.68,Clerk#000000116,97613.0,,,,,,,,,,,,,,,,,
1008546.0,O,163852.83,Clerk#000000832,108850.0,,,,,,2.0,30.0,,,N,O,1998-04-22,1998-06-29,,,,
1093923.0,O,156334.2,Clerk#000000921,,,,,,,,28.0,,,N,O,,1995-12-05,,,,
102880.0,O,131192.54,Clerk#000000433,110915.0,,,,,,1.0,,,,,O,,,,,,
103329.0,O,223619.85,Clerk#000000214,,,,,,,,,,,,,,,,,,
1075171.0,O,174625.88,Clerk#000000751,103403.0,,,,,,1.0,18.0,,,,,,,NONE,,,
112004.0,O,43559.1,Clerk#000000319,6061.0,,,,,,,,,0.01,,,,,COLLECT COD,,,
1003264.0,F,273846.15,Clerk#000000512,,,,,,,,,,,,,,,,,,
1008864.0,F,182460.87,Clerk#000000850,,,,,,,,,,0.08,,F,,,NONE,,,
1048195.0,O,152829.88,Clerk#000000247,,,,,,,1.0,,,0.09,N,O,1998-07-29,1998-08-10,,,,
1039584.0,F,202979.8,Clerk#000000060,,,,,,,1.0,,,,,F,1994-03-02,1994-04-21,,,,
1030112.0,F,190776.05,Clerk#000000357,116315.0,,,,,,6.0,41.0,,0.03,,,,,COLLECT COD,,,
1026599.0,F,98981.58,Clerk#000000973,,,,,,,,15.0,,,R,,,1995-03-30,,,,
1112834.0,F,150816.97,Clerk#000000264,,,,,,,,32.0,,0.01,,F,,,DELIVER IN PERSON,,,
1126211.0,F,280143.54,Clerk#000000943,118577.0,,,,,,,47.0,,,R,F,,,,,,
1005794.0,F,43608.15,Clerk#000000715,,,,,,,,45.0,,0.09,,,1993-05-15,,COLLECT COD,,,
116581.0,O,94080.29,Clerk#000000592,121177.0,,,,,,1.0,,,,,O,1997-05-22,1997-05-23,TAKE BACK RETURN,,,
1020998.0,F,245617.01,Clerk#000000919,,,,,,,,,,,,,,,,,,
1155682.0,F,130816.15,Clerk#000000996,84355.0,,,,,,,23.0,,,,F,1993-08-06,1993-08-27,DELIVER IN PERSON,,,
1030849.0,O,258328.02,Clerk#000000808,,,,,,,2.0,38.0,,0.0,,O,1998-01-25,1997-12-14,TAKE BACK RETURN,,,
104834.0,F,213637.38,Clerk#000000751,,,,,,,6.0,29.0,47026.69,0.06,A,F,1994-09-04,1994-08-27,NONE,,,
1152224.0,O,329552.55,Clerk#000000100,6530.0,,,,,,7.0,19.0,,0.06,,O,,1996-10-14,,,,
1112420.0,F,88984.67,Clerk#000000717,51625.0,,,,,,,43.0,,0.09,A,,1993-12-12,,DELIVER IN PERSON,,,
104834.0,F,213637.38,Clerk#000000751,110020.0,,,,,,6.0,29.0,47026.69,0.06,A,F,1994-09-04,1994-08-27,NONE,,,
1160677.0,F,291786.81,Clerk#000000792,43222.0,,,,,,,14.0,,,,F,1994-07-27,1994-07-22,,,,
1159906.0,O,221042.63,Clerk#000000280,,,,,,,,,,,,,,,DELIVER IN PERSON,,,
1119845.0,F,357893.0,Clerk#000000302,,,,,,,,22.0,,0.01,A,,,,,,,
1016358.0,F,231651.4,Clerk#000000392,117346.0,,,,,,,37.0,,,,,1992-11-05,1992-10-19,,,,
1048676.0,O,104169.87,Clerk#000000999,133469.0,,,,,,1.0,30.0,,0.08,,,1998-04-03,1998-04-06,COLLECT COD,,,
106147.0,O,186792.69,Clerk#000000834,118451.0,,,,,,,36.0,,0.0,N,O,,,,,,
1094688.0,O,95742.86,Clerk#000000254,,,,,,,,,,,,,,,,,,
1074432.0,F,128212.52,Clerk#000000358,131902.0,,,,,,,,,0.05,R,,,,TAKE BACK RETURN,,,
1066435.0,O,135259.01,Clerk#000000227,,,,,,,1.0,,,,N,O,,,,,,
1011783.0,F,226860.78,Clerk#000000765,,,,,,,,,,,,,,,,,,
1168326.0,F,214401.83,Clerk#000000301,,,,,,,,,,0.0,,,1993-08-10,1993-07-31,,,,
116581.0,O,94080.29,Clerk#000000592,121177.0,,,,,,2.0,,,,,,,,DELIVER IN PERSON,,,
1083301.0,F,305796.27,Clerk#000000229,,,,,,,,35.0,,,R,,1994-08-19,,,,,
1169986.0,O,50059.23,Clerk#000000157,,,,,,,,,,,,,,,,,,
1057858.0,F,133839.65,Clerk#000000387,,,,,,,3.0,46.0,,0.1,R,,,,,,,
107205.0,O,109667.64,Clerk#000000181,38545.0,,,,,,,,,,,,,,,,,
1099425.0,O,111304.23,Clerk#000000507,100321.0,,,,,,,,,,N,O,1997-01-29,1997-02-17,DELIVER IN PERSON,,,
1113765.0,O,236336.26,Clerk#000000749,,,,,,,,,,,,,,,,,,
1177573.0,F,115410.54,Clerk#000000425,111710.0,,,,,,3.0,,,,R,F,1992-12-01,,NONE,,,
1058502.0,O,345154.61,Clerk#000000309,52220.0,,,,,,,,,,,,,,,,,
1034627.0,F,216288.52,Clerk#000000007,,,,,,,3.0,,,0.09,,,1993-11-26,,TAKE BACK RETURN,,,
1019297.0,O,173375.3,Clerk#000000090,31352.0,,,,,,,24.0,,0.03,N,O,,1996-07-03,,,,
108645.0,O,85358.53,Clerk#000000703,96598.0,,,,,,,17.0,,,N,O,1998-06-13,,DELIVER IN PERSON,,,
1102119.0,O,182606.15,Clerk#000000413,3178.0,,,,,,1.0,9.0,,,,,,1996-05-12,,,,
1080227.0,P,114843.82,Clerk#000000651,,,,,,,2.0,13.0,,0.03,,F,1995-05-24,1995-06-04,,,,
1168132.0,F,205808.39,Clerk#000000199,,,,,,,3.0,,,0.03,A,,,1993-08-29,TAKE BACK RETURN,,,
1021605.0,F,133771.84,Clerk#000000589,38041.0,,,,,,,,,,,,,,,,,
1051808.0,O,153319.06,Clerk#000000234,,,,,,,2.0,,,0.07,N,O,,,COLLECT COD,,,
1122949.0,F,205980.37,Clerk#000000150,,,,,,,,,,,,,,,,,,
107205.0,O,109667.64,Clerk#000000181,,,,,,,,,,,,,,,,,,
1001987.0,F,172648.36,Clerk#000000871,6281.0,,,,,,,32.0,,,,F,,1992-09-19,,,,
1020581.0,O,131818.3,Clerk#000000967,16345.0,,,,,,,,,0.09,N,,,1997-08-27,,,,
1060576.0,F,100802.51,Clerk#000000619,96089.0,,,,,,2.0,19.0,,0.08,R,,,,,,,
1052258.0,F,280206.83,Clerk#000000008,128221.0,,,,,,5.0,17.0,,0.09,,,1992-03-27,1992-04-06,,,,
1055107.0,F,192607.57,Clerk#000000412,127589.0,,,,,,,49.0,,0.06,,,,1992-07-19,DELIVER IN PERSON,,,
1045442.0,F,43861.73,Clerk#000000926,107186.0,,,,,,,,,,,,,,,,,
1027750.0,O,49087.9,Clerk#000000345,,,,,,,,2.0,,0.03,,,,,COLLECT COD,,,
1150723.0,O,302519.32,Clerk#000000071,,,,,,,4.0,,,0.02,N,,1996-11-19,,,,,
1118339.0,F,196779.96,Clerk#000000833,146647.0,,,,,,,,,0.01,A,F,,,NONE,,,
112960.0,O,287364.14,Clerk#000000177,,,,,,,4.0,,,,N,,1997-09-15,,DELIVER IN PERSON,,,
1028192.0,O,18885.45,Clerk#000000928,,,,,,,,9.0,,,N,,,1997-11-26,DELIVER IN PERSON,,,
1142881.0,F,120634.6,Clerk#000000244,,,,,,,2.0,,,0.07,,F,,1993-08-18,NONE,,,
1073858.0,F,231047.0,Clerk#000000438,22951.0,,,,,,1.0,23.0,27972.6,0.01,A,F,1995-04-15,1995-03-24,COLLECT COD,,,
1123590.0,O,300124.47,Clerk#000000188,,,,,,,7.0,,,,N,,,1998-03-19,,,,
1031297.0,O,209052.86,Clerk#000000594,98407.0,,,,,,,,,0.0,N,O,1998-02-27,,TAKE BACK RETURN,,,
1029795.0,O,201838.78,Clerk#000000511,40099.0,,,,,,2.0,9.0,,0.03,N,,1998-09-21,,,,,
106147.0,O,186792.69,Clerk#000000834,,,,,,,2.0,,,0.05,,,,,,,,
1104325.0,O,42031.72,Clerk#000000147,52121.0,,,,,,,,,0.08,N,O,1996-05-14,1996-07-03,TAKE BACK RETURN,,,
1117344.0,O,131448.91,Clerk#000000724,79142.0,,,,,,6.0,,,,,,,1996-04-08,,,,
1135431.0,O,231769.93,Clerk#000000929,22723.0,,,,,,,36.0,,0.1,N,O,1997-08-26,,TAKE BACK RETURN,,,
1043621.0,O,188135.16,Clerk#000000878,,,,,,,,,,,,,,,,,,
1129540.0,O,168379.74,Clerk#000000499,,,,,,,1.0,31.0,,,,O,1997-12-11,1998-02-25,TAKE BACK RETURN,,,
1030726.0,O,207428.88,Clerk#000000658,102076.0,,,,,,5.0,18.0,,,,O,1998-04-06,,,,,
1119845.0,F,357893.0,Clerk#000000302,,,,,,,4.0,,,,A,F,,1993-06-07,TAKE BACK RETURN,,,
1032194.0,F,225771.04,Clerk#000000834,,,,,,,5.0,,,,R,,1992-07-09,,,,,
1113061.0,F,132850.2,Clerk#000000270,,,,,,,,,,,,,,,,,,
1045442.0,F,43861.73,Clerk#000000926,,,,,,,,,,,,,,,,,,
101858.0,F,33404.59,Clerk#000000080,1351.0,,,,,,,28.0,,,,F,1993-08-25,,,,,
109153.0,F,59900.0,Clerk#000000853,,,,,,,,,,,,,,,,,,
1048516.0,F,295459.76,Clerk#000000913,130324.0,,,,,,,,,,,,,,,,,
1103079.0,O,102039.57,Clerk#000000001,105760.0,,,,,,,,,,,,,,,,,
1015236.0,F,98134.87,Clerk#000000052,146959.0,,,,,,,,,,R,,1994-08-27,1994-08-05,,,,
1076899.0,F,184063.4,Clerk#000000493,146296.0,,,,,,,,,,,,,,,,,
1159552.0,F,145233.94,Clerk#000000951,,,,,,,1.0,,,0.07,A,F,,1993-03-10,,,,
